crimeCaseNumber,CrimeDate,CrimeCode,CrimeTime,Location,Description,Weapon,Post,District,Neighborhood,Location 1
,10/23/14,4C,9:00:00,3200 NORMOUNT AV,AGG. ASSAULT,OTHER,813,SOUTHWESTERN,Rosemont,"(39.3018300000, -76.6707900000)"
,10/23/14,4C,9:00:00,3200 NORMOUNT AV,AGG. ASSAULT,OTHER,813,SOUTHWESTERN,Rosemont,"(39.3018300000, -76.6707900000)"
,10/23/14,4C,10:27:00,2700 HARFORD RD,AGG. ASSAULT,OTHER,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3203700000, -76.5916400000)"
,10/23/14,1F,1129,3900 CHESTERFIELD AV,HOMICIDE,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3164700000, -76.5627200000)"
,10/23/14,4A,16:08:00,3200 LYNDALE AVE,AGG. ASSAULT,FIREARM,434,NORTHEASTERN,Four By Four,"(39.3164800000, -76.5782900000)"
,10/23/14,3B,16:08:00,1800 RUXTON AV,ROBBERY - STREET,,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3089500000, -76.6551000000)"
,10/23/14,3B,16:30:00,3200 THE ALAMEDA,ROBBERY - STREET,,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3273900000, -76.5949200000)"
,10/23/14,4C,17:04:00,300 N FULTON AV,AGG. ASSAULT,OTHER,711,WESTERN,Franklin Square,"(39.2921900000, -76.6454500000)"
,10/23/14,4B,17:45:00,2500 E NORTHERN PW,AGG. ASSAULT,KNIFE,423,NORTHEASTERN,Hamilton Hills,"(39.3667400000, -76.5622400000)"
,10/23/14,3B,18:30:00,,ROBBERY - STREET,,423,NORTHEASTERN,Hamilton Hills,"(39.3684700000, -76.5670600000)"
,10/23/14,3AF,19:05:00,600 ENSOR ST,ROBBERY - STREET,FIREARM,312,EASTERN,Oldtown,"(39.2966200000, -76.6050400000)"
,10/23/14,3AK,19:20:00,4200 WOODRIDGE RD,ROBBERY - STREET,KNIFE,822,SOUTHWESTERN,Rognel Heights,"(39.2970000000, -76.6862000000)"
,10/23/14,4A,19:32:00,1700 N BROADWAY,AGG. ASSAULT,FIREARM,331,EASTERN,Broadway East,"(39.3098900000, -76.5948200000)"
,10/23/14,4A,19:32:00,1700 N BROADWAY,AGG. ASSAULT,FIREARM,331,EASTERN,Broadway East,"(39.3098900000, -76.5948200000)"
,10/23/14,4B,19:44:00,4400 ELDERON AV,AGG. ASSAULT,KNIFE,621,NORTHWESTERN,West Arlington,"(39.3417800000, -76.6944200000)"
,10/23/14,3AO,19:50:00,2800 GRANTLEY AV,ROBBERY - STREET,OTHER,613,NORTHWESTERN,Towanda-Grantley,"(39.3375100000, -76.6670600000)"
,10/23/14,9S,1932,1700 N BROADWAY,SHOOTING,FIREARM,331,EASTERN,Broadway East,"(39.3098900000, -76.5948200000)"
,10/23/14,3CO,20:00:00,2300 E NORTHERN PW,ROBBERY - COMMERCIAL,OTHER,423,NORTHEASTERN,Hamilton Hills,"(39.3681800000, -76.5668200000)"
,10/23/14,4B,20:00:00,3900 RIDGEWOOD AV,AGG. ASSAULT,KNIFE,642,NORTHWESTERN,Dolfield,"(39.3366500000, -76.6836600000)"
,10/23/14,3B,21:25:00,4400 GARRISON BD,ROBBERY - STREET,,621,NORTHWESTERN,West Arlington,"(39.3367900000, -76.6847700000)"
,10/23/14,3AJF,21:33:00,900 LEMMON ST,ROBBERY - CARJACKING,FIREARM,931,SOUTHERN,Hollins Market,"(39.2863800000, -76.6321100000)"
,10/23/14,3AF,21:55:00,600 W 33RD ST,ROBBERY - STREET,FIREARM,531,NORTHERN,Wyman Park,"(39.3271300000, -76.6267200000)"
,10/23/14,3AF,21:55:00,600 W 33RD ST,ROBBERY - STREET,FIREARM,531,NORTHERN,Wyman Park,"(39.3271300000, -76.6267200000)"
,10/23/14,3GF,22:50:00,5200 HARFORD RD,ROBBERY - COMMERCIAL,FIREARM,421,NORTHEASTERN,Lauraville,"(39.3497000000, -76.5637100000)"
,10/22/14,4C,1:13:00,2500 MC ELDERRY ST,AGG. ASSAULT,OTHER,221,SOUTHEASTERN,McElderry Park,"(39.2977300000, -76.5817800000)"
,10/22/14,3K,12:30:00,800 W SARATOGA ST,ROBBERY - RESIDENCE,,712,WESTERN,Poppleton,"(39.2926000000, -76.6312700000)"
,10/22/14,3CF,3:49:00,3400 WILKENS AV,ROBBERY - COMMERCIAL,FIREARM,832,SOUTHWESTERN,Saint Agnes,"(39.2726700000, -76.6749700000)"
,10/22/14,2B,4:26:53,1700 E EAGER ST,RAPE,,321,EASTERN,Middle East,"(39.3018800000, -76.5933200000)"
,10/22/14,4B,9:30:00,2900 BAKER ST,AGG. ASSAULT,KNIFE,813,SOUTHWESTERN,Northwest Community Action,"(39.3059100000, -76.6662800000)"
,10/22/14,4D,10:47:00,900 DRUID HILL AV,AGG. ASSAULT,HANDS,121,CENTRAL,Heritage Crossing,"(39.2985800000, -76.6243700000)"
,10/22/14,3P,10:50:00,1400 ORLEANS ST,ROBBERY - STREET,,321,EASTERN,Dunbar-Broadway,"(39.2951300000, -76.5986100000)"
,10/22/14,4C,11:00:00,0 S GILMOR ST,AGG. ASSAULT,OTHER,933,SOUTHERN,Union Square,"(39.2871100000, -76.6423400000)"
,10/22/14,4C,14:00:00,1000 N MONTFORD AV,AGG. ASSAULT,OTHER,322,EASTERN,Biddle Street,"(39.3034000000, -76.5840500000)"
,10/22/14,4B,15:10:00,2100 CRIMEA RD,AGG. ASSAULT,KNIFE,821,SOUTHWESTERN,Wakefield,"(39.3103200000, -76.7030500000)"
,10/22/14,3AO,16:30:00,2300 GWYNNS FALLS PW,ROBBERY - STREET,OTHER,731,WESTERN,Mondawmin,"(39.3156300000, -76.6542100000)"
,10/22/14,3B,16:45:00,2400 N PULASKI ST,ROBBERY - STREET,,731,WESTERN,Mondawmin,"(39.3146400000, -76.6516400000)"
,10/22/14,3AF,19:30:00,600 ST DUNSTANS RD,ROBBERY - STREET,FIREARM,523,NORTHERN,Belvedere,"(39.3608700000, -76.6057400000)"
,10/22/14,3B,19:30:00,600 ST DUNSTANS RD,ROBBERY - STREET,,523,NORTHERN,Belvedere,"(39.3608700000, -76.6057400000)"
,10/22/14,4D,19:55:00,2100 PARKSLEY AV,AGG. ASSAULT,HANDS,831,SOUTHWESTERN,Morrell Park,"(39.2636600000, -76.6502400000)"
,10/22/14,1F,1952,3800 WOODBINE AV,HOMICIDE,FIREARM,622,NORTHWESTERN,Howard Park,"(39.3352400000, -76.6954200000)"
,10/22/14,3B,20:34:00,200 CHURCHILL ST,ROBBERY - STREET,,942,SOUTHERN,Federal Hill,"(39.2795000000, -76.6109800000)"
,10/22/14,4A,22:24:00,2000 N FOREST PARK AVE,AGG. ASSAULT,FIREARM,821,SOUTHWESTERN,Franklintown,"(39.3098300000, -76.7077900000)"
,10/22/14,3AF,22:30:00,3800 RAVENWOOD AV,ROBBERY - STREET,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3157300000, -76.5637300000)"
,10/22/14,3AF,22:30:00,2200 RUSKIN AV,ROBBERY - STREET,FIREARM,732,WESTERN,Parkview/Woodbrook,"(39.3150800000, -76.6477600000)"
,10/22/14,9S,2224,2000 N FOREST PARK AV,SHOOTING,FIREARM,821,SOUTHWESTERN,Franklintown,"(39.3098300000, -76.7077900000)"
,10/22/14,3D,23:00:00,2700 W COLD SPRING LA,ROBBERY - COMMERCIAL,,614,NORTHWESTERN,Central Park Heights,"(39.3394600000, -76.6668300000)"
,10/21/14,4A,22:00:00,2400 LOYOLA NORTHWAY,AGG. ASSAULT,FIREARM,533,NORTHERN,Greenspring,"(39.3386300000, -76.6585000000)"
,10/21/14,3AF,0:40:00,0 N CALVERTON RD,ROBBERY - STREET,FIREARM,842,WESTERN,Shipley Hill,"(39.2878500000, -76.6538300000)"
,10/21/14,4A,0:40:00,0 N CALVERTON RD,AGG. ASSAULT,FIREARM,842,WESTERN,Shipley Hill,"(39.2878500000, -76.6538300000)"
,10/21/14,4A,0:40:00,0 N CALVERTON RD,AGG. ASSAULT,FIREARM,842,WESTERN,Shipley Hill,"(39.2878500000, -76.6538300000)"
,10/21/14,4C,1:30:00,3200 CLIFTMONT AV,AGG. ASSAULT,OTHER,434,NORTHEASTERN,Belair-Edison,"(39.3188300000, -76.5733300000)"
,10/21/14,3B,7:20:00,3700 W ROGERS AV,ROBBERY - STREET,,633,NORTHWESTERN,Arlington,"(39.3508400000, -76.6848900000)"
,10/21/14,4C,8:00:00,1100 N STRICKER ST,AGG. ASSAULT,OTHER,743,WESTERN,Sandtown-Winchester,"(39.3015700000, -76.6416600000)"
,10/21/14,3AO,8:50:00,1700 UNION AV,ROBBERY - STREET,OTHER,533,NORTHERN,Woodberry,"(39.3319300000, -76.6425100000)"
,10/21/14,3B,8:50:00,1700 UNION AV,ROBBERY - STREET,,533,NORTHERN,Woodberry,"(39.3319300000, -76.6425100000)"
,10/21/14,3P,9:30:00,,ROBBERY - STREET,,332,EASTERN,Broadway East,"(39.3126000000, -76.5840400000)"
,10/21/14,4C,11:15:00,3000 ARUNAH AV,AGG. ASSAULT,OTHER,814,SOUTHWESTERN,Franklintown Road,"(39.2950800000, -76.6669400000)"
,10/21/14,3B,11:18:00,0 S EUTAW ST,ROBBERY - STREET,,111,CENTRAL,Downtown,"(39.2892600000, -76.6209500000)"
,10/21/14,4C,11:31:00,3000 E BALTIMORE ST,AGG. ASSAULT,OTHER,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2923100000, -76.5746600000)"
,10/21/14,4C,11:31:00,3000 E BALTIMORE ST,AGG. ASSAULT,OTHER,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2923100000, -76.5746600000)"
,10/21/14,4C,11:31:00,3000 E BALTIMORE ST,AGG. ASSAULT,OTHER,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2923100000, -76.5746600000)"
,10/21/14,3M,13:55:00,400 S BROADWAY,ROBBERY - COMMERCIAL,,213,SOUTHEASTERN,Fells Point,"(39.2862200000, -76.5934800000)"
,10/21/14,4C,14:22:00,1100 S LINWOOD AV,AGG. ASSAULT,OTHER,232,SOUTHEASTERN,Canton,"(39.2797100000, -76.5754300000)"
,10/21/14,4C,15:00:00,2200 PINEWOOD AV,AGG. ASSAULT,OTHER,423,NORTHEASTERN,Hamilton Hills,"(39.3663400000, -76.5705100000)"
,10/21/14,4B,15:00:00,3000 E MADISON ST,AGG. ASSAULT,KNIFE,323,EASTERN,Madison-Eastend,"(39.3002100000, -76.5749100000)"
,10/21/14,4D,15:00:00,2400 LOYOLA NORTHWAY,AGG. ASSAULT,HANDS,533,NORTHERN,Greenspring,"(39.3385000000, -76.6584800000)"
,10/21/14,3B,15:10:00,3300 THE ALAMEDA,ROBBERY - STREET,,412,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3285600000, -76.5953900000)"
,10/21/14,4D,16:00:00,3400 VIRGINIA AV,AGG. ASSAULT,HANDS,614,NORTHWESTERN,Central Park Heights,"(39.3419400000, -76.6723800000)"
,10/21/14,3AO,16:30:00,3100 Swann Dr,ROBBERY - STREET,OTHER,531,NORTHERN,Druid Hill Park,"(39.3191000000, -76.6425000000)"
,10/21/14,3B,17:00:00,1900 WHEELER AV,ROBBERY - STREET,,731,WESTERN,Mondawmin,"(39.3099300000, -76.6557100000)"
,10/21/14,4D,18:00:00,1900 BREITWERT AV,AGG. ASSAULT,HANDS,831,SOUTHWESTERN,Morrell Park,"(39.2682700000, -76.6500900000)"
,10/21/14,3B,19:15:00,500 S SHARP ST,ROBBERY - STREET,,941,SOUTHERN,Otterbein,"(39.2825200000, -76.6175800000)"
,10/21/14,4A,20:00:00,2000 E BALTIMORE ST,AGG. ASSAULT,FIREARM,212,SOUTHEASTERN,Butcher's Hill,"(39.2917400000, -76.5890200000)"
,10/21/14,4A,20:00:00,2000 E BALTIMORE ST,AGG. ASSAULT,FIREARM,212,SOUTHEASTERN,Butcher's Hill,"(39.2917400000, -76.5890200000)"
,10/21/14,3AF,20:25:00,2600 ST PAUL ST,ROBBERY - STREET,FIREARM,512,NORTHERN,Charles Village,"(39.3199600000, -76.6154800000)"
,10/21/14,4C,20:30:00,2800 LOCH RAVEN RD,AGG. ASSAULT,OTHER,513,NORTHERN,Better Waverly,"(39.3218600000, -76.6033100000)"
,10/21/14,3AF,21:00:00,0 S BROADWAY,ROBBERY - STREET,FIREARM,212,SOUTHEASTERN,Washington Hill,"(39.2914600000, -76.5939500000)"
,10/20/14,4B,14:00:00,1500 W LAFAYETTE AV,AGG. ASSAULT,KNIFE,743,WESTERN,Sandtown-Winchester,"(39.2989400000, -76.6422700000)"
,10/20/14,4D,14:00:00,2000 WHEELER AV,AGG. ASSAULT,HANDS,731,WESTERN,Mondawmin,"(39.3111200000, -76.6557100000)"
,10/20/14,3B,15:00:00,1000 COVINGTON ST,ROBBERY - STREET,,942,SOUTHERN,Federal Hill,"(39.2780600000, -76.6070600000)"
,10/20/14,3AK,19:25:00,800 E PRATT ST,ROBBERY - STREET,KNIFE,211,SOUTHEASTERN,Jonestown,"(39.2871000000, -76.6038300000)"
,10/20/14,3B,2:14:00,100 W 25TH ST,ROBBERY - STREET,,512,NORTHERN,Charles Village,"(39.3178100000, -76.6184600000)"
,10/20/14,3B,6:00:00,0 W BIDDLE ST,ROBBERY - STREET,,141,CENTRAL,Mid-Town Belvedere,"(39.3034600000, -76.6161500000)"
,10/20/14,3AF,6:00:00,6100 MARIETTA AV,ROBBERY - STREET,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3592700000, -76.5636300000)"
,10/20/14,3K,7:30:00,800 NAT CT,ROBBERY - RESIDENCE,,542,NORTHERN,Pen Lucy,"(39.3413700000, -76.6031200000)"
,10/20/14,3AK,8:05:00,,ROBBERY - STREET,KNIFE,231,SOUTHEASTERN,,
,10/20/14,3AK,9:35:00,2100 GARRISON BLVD,ROBBERY - STREET,KNIFE,812,SOUTHWESTERN,Mount Holly,"(39.3110000000, -76.6750100000)"
,10/20/14,4B,11:31:00,1000 ARGYLE AV,AGG. ASSAULT,KNIFE,121,CENTRAL,Heritage Crossing,"(39.2975200000, -76.6290600000)"
,10/20/14,4B,11:31:00,1000 ARGYLE AV,AGG. ASSAULT,KNIFE,121,CENTRAL,Heritage Crossing,"(39.2975200000, -76.6290600000)"
,10/20/14,2A,12:30:09,4700 SIPPLE AV,RAPE,OTHER,443,NORTHEASTERN,Frankford,"(39.3284700000, -76.5515200000)"
,10/20/14,3B,15:00:00,1000 COVINGTON ST,ROBBERY - STREET,,942,SOUTHERN,Federal Hill,"(39.2780600000, -76.6070600000)"
,10/20/14,3B,15:00:00,1000 COVINGTON ST,ROBBERY - STREET,,942,SOUTHERN,Federal Hill,"(39.2780600000, -76.6070600000)"
,10/20/14,3B,15:00:00,1000 COVINGTON ST,ROBBERY - STREET,,942,SOUTHERN,Federal Hill,"(39.2780600000, -76.6070600000)"
,10/20/14,3B,15:00:00,1000 COVINGTON ST,ROBBERY - STREET,,942,SOUTHERN,Federal Hill,"(39.2780600000, -76.6070600000)"
,10/20/14,3B,15:14:00,1700 CHILTON ST,ROBBERY - STREET,,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3275400000, -76.5918600000)"
,10/20/14,3AK,15:20:00,800 N CALHOUN ST,ROBBERY - STREET,KNIFE,713,WESTERN,Harlem Park,"(39.2978600000, -76.6401000000)"
,10/20/14,3B,16:03:00,1200 N CENTRAL AVE,ROBBERY - STREET,,343,EASTERN,Oliver,"(39.3042100000, -76.6005000000)"
,10/20/14,3CF,16:40:00,700 WASHINGTON BD,ROBBERY - COMMERCIAL,FIREARM,932,SOUTHERN,Washington Village/Pigtown,"(39.2832700000, -76.6265900000)"
,10/20/14,3B,17:00:00,500 N CHARLES ST,ROBBERY - STREET,,142,CENTRAL,Mount Vernon,"(39.2951800000, -76.6155500000)"
,10/20/14,3B,17:14:00,800 SAINT PAUL ST,ROBBERY - STREET,,142,CENTRAL,Mount Vernon,"(39.2990400000, -76.6141800000)"
,10/20/14,2A,17:43:43,1200 STEELTON AV,RAPE,OTHER,243,SOUTHEASTERN,Graceland Park,"(39.2796700000, -76.5361800000)"
,10/20/14,3B,18:00:00,3600 PARK HEIGHTS AV,ROBBERY - STREET,,612,NORTHWESTERN,Park Circle,"(39.3299000000, -76.6593600000)"
,10/20/14,3JF,20:33:00,100 COLLINS AV,ROBBERY - RESIDENCE,FIREARM,843,SOUTHWESTERN,Irvington,"(39.2841700000, -76.6833700000)"
,10/20/14,3JF,20:33:00,100 COLLINS AV,ROBBERY - RESIDENCE,FIREARM,843,SOUTHWESTERN,Irvington,"(39.2841700000, -76.6833700000)"
,10/20/14,3B,20:50:00,3900 REISTERSTOWN RD,ROBBERY - STREET,,613,NORTHWESTERN,Towanda-Grantley,"(39.3328000000, -76.6632700000)"
,10/20/14,4A,20:55:00,3600 DUDLEY AVE,AGG. ASSAULT,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3192800000, -76.5613800000)"
,10/20/14,9S,2055,3500 JUNEWAY,SHOOTING,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3182300000, -76.5672800000)"
,10/20/14,3AF,22:30:00,200 S CATHERINE ST,ROBBERY - STREET,FIREARM,842,SOUTHWESTERN,Shipley Hill,"(39.2846800000, -76.6560300000)"
,10/20/14,2A,23:33:05,200 E LAFAYETTE AV,RAPE,OTHER,311,EASTERN,Greenmount West,"(39.3099100000, -76.6129700000)"
,10/19/14,4C,2:45:00,200 N LAKEWOOD AV,AGG. ASSAULT,OTHER,221,SOUTHEASTERN,McElderry Park,"(39.2948800000, -76.5791900000)"
,10/19/14,4C,3:20:00,2600 W PATAPSCO AVE,AGG. ASSAULT,OTHER,923,SOUTHERN,Lakeland,"(39.2528900000, -76.6522000000)"
,10/19/14,3CF,3:52:00,6100 HOLABIRD AV,ROBBERY - COMMERCIAL,FIREARM,243,SOUTHEASTERN,Broening Manor,"(39.2721400000, -76.5430300000)"
,10/19/14,4C,1:18:00,300 S BROADWAY,AGG. ASSAULT,OTHER,213,SOUTHEASTERN,Fells Point,"(39.2874700000, -76.5935500000)"
,10/19/14,4D,1:50:00,1500 RUSSELL ST,AGG. ASSAULT,HANDS,941,SOUTHERN,Carroll - Camden Industrial Area,"(39.2740800000, -76.6276900000)"
,10/19/14,4B,2:04:00,700 N CARROLLTON AV,AGG. ASSAULT,KNIFE,713,WESTERN,Harlem Park,"(39.2970200000, -76.6371500000)"
,10/19/14,4C,6:00:00,5500 MORAVIA RD,AGG. ASSAULT,OTHER,443,NORTHEASTERN,Frankford,"(39.3207000000, -76.5482600000)"
,10/19/14,3K,13:45:00,2100 N FULTON AV,ROBBERY - RESIDENCE,,731,WESTERN,Mondawmin,"(39.3125200000, -76.6466900000)"
,10/19/14,4B,16:52:00,3000 ELIZABETH AV,AGG. ASSAULT,KNIFE,923,SOUTHERN,Lakeland,"(39.2547400000, -76.6514400000)"
,10/19/14,3AF,20:11:00,2100 E FAIRMOUNT AVE,ROBBERY - STREET,FIREARM,212,SOUTHEASTERN,Butcher's Hill,"(39.2929200000, -76.5874000000)"
,10/19/14,3AF,21:35:00,2400 BAKER ST,ROBBERY - STREET,FIREARM,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3063200000, -76.6563800000)"
,10/19/14,3AF,21:35:00,2400 BAKER ST,ROBBERY - STREET,FIREARM,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3063200000, -76.6563800000)"
,10/19/14,4D,23:04:00,500 S CHAPELGATE LA,AGG. ASSAULT,HANDS,833,SOUTHWESTERN,Beechfield,"(39.2778400000, -76.6998600000)"
,10/18/14,3B,23:00:00,5300 YORK RD,ROBBERY - STREET,,523,NORTHERN,Homeland,"(39.3544000000, -76.6099000000)"
,10/18/14,4D,23:50:00,6500 HOLABIRD AV,AGG. ASSAULT,HANDS,243,SOUTHEASTERN,Broening Manor,"(39.2724000000, -76.5351900000)"
,10/18/14,3CF,22:28:00,2300 OCALA AV,ROBBERY - COMMERCIAL,FIREARM,611,NORTHWESTERN,Liberty Square,"(39.3200000000, -76.6564200000)"
,10/18/14,3AO,22:30:00,500 S PULASKI ST,ROBBERY - STREET,OTHER,934,SOUTHWESTERN,Carrollton Ridge,"(39.2807800000, -76.6488800000)"
,10/18/14,4C,2:04:00,500 W LAFAYETTE AV,AGG. ASSAULT,OTHER,123,CENTRAL,Upton,"(39.3025500000, -76.6299100000)"
,10/18/14,4C,2:04:00,500 W LAFAYETTE AV,AGG. ASSAULT,OTHER,123,CENTRAL,Upton,"(39.3025500000, -76.6299100000)"
,10/18/14,3B,2:05:00,5400 REISGTERSTOWN RD,ROBBERY - STREET,,623,NORTHWESTERN,Woodmere,"(39.3470100000, -76.6893300000)"
,10/18/14,3B,2:05:00,5400 REISGTERSTOWN RD,ROBBERY - STREET,,623,NORTHWESTERN,Woodmere,"(39.3470100000, -76.6893300000)"
,10/18/14,3B,2:05:00,5400 REISGTERSTOWN RD,ROBBERY - STREET,,623,NORTHWESTERN,Woodmere,"(39.3470100000, -76.6893300000)"
,10/18/14,3B,2:05:00,5400 REISGTERSTOWN RD,ROBBERY - STREET,,623,NORTHWESTERN,Woodmere,"(39.3470100000, -76.6893300000)"
,10/18/14,3B,2:05:00,5400 REISGTERSTOWN RD,ROBBERY - STREET,,623,NORTHWESTERN,Woodmere,"(39.3470100000, -76.6893300000)"
,10/18/14,4C,3:30:00,1600 PENNSYLVANIA AVE,AGG. ASSAULT,OTHER,123,CENTRAL,Upton,"(39.3031600000, -76.6342300000)"
,10/18/14,4D,3:30:00,1800 SPENCE ST,AGG. ASSAULT,HANDS,831,SOUTHWESTERN,Morrell Park,"(39.2687900000, -76.6510900000)"
,10/18/14,4C,4:30:00,1000 N PATTERSON PK AV,AGG. ASSAULT,OTHER,322,EASTERN,Middle East,"(39.3022100000, -76.5853800000)"
,10/18/14,3AO,5:35:00,0 W BALTIMORE ST,ROBBERY - STREET,OTHER,111,CENTRAL,Downtown,"(39.2895400000, -76.6153300000)"
,10/18/14,4B,6:53:00,800 RICHWOOD AV,AGG. ASSAULT,KNIFE,524,NORTHERN,Richnor Springs,"(39.3464800000, -76.6048900000)"
,10/18/14,3D,9:01:00,4600 PENNINGTON AV,ROBBERY - COMMERCIAL,,911,SOUTHERN,Curtis Bay,"(39.2244500000, -76.5883500000)"
,10/18/14,4C,9:25:00,400 S ELLWOOD AV,AGG. ASSAULT,OTHER,231,SOUTHEASTERN,Highlandtown,"(39.2872600000, -76.5729700000)"
,10/18/14,4D,11:30:00,2800 WALBROOK AV,AGG. ASSAULT,HANDS,811,SOUTHWESTERN,Walbrook,"(39.3103100000, -76.6643500000)"
,10/18/14,4B,12:30:00,200 N ROSE ST,AGG. ASSAULT,KNIFE,221,SOUTHEASTERN,McElderry Park,"(39.2952800000, -76.5813300000)"
,10/18/14,4B,13:05:00,3400 CALLAWAY AV,AGG. ASSAULT,KNIFE,643,NORTHWESTERN,Ashburton,"(39.3273800000, -76.6782600000)"
,10/18/14,4C,13:41:00,400 E FAYETTE ST,AGG. ASSAULT,OTHER,111,CENTRAL,Downtown,"(39.2905500000, -76.6100700000)"
,10/18/14,4C,13:52:00,1400 PRESSTMAN ST,AGG. ASSAULT,OTHER,742,WESTERN,Sandtown-Winchester,"(39.3055000000, -76.6406200000)"
,10/18/14,3AJF,17:00:00,4100 CHESTERFIELD AV,ROBBERY - CARJACKING,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3151400000, -76.5616100000)"
,10/18/14,4B,17:00:00,3800 EASTERN AVE,AGG. ASSAULT,KNIFE,231,SOUTHEASTERN,Highlandtown,"(39.2867200000, -76.5649900000)"
,10/18/14,4B,17:15:00,800 BENNINGHAUS RD,AGG. ASSAULT,KNIFE,523,NORTHERN,Belvedere,"(39.3599500000, -76.6048200000)"
,10/18/14,4D,18:00:00,5800 JUDITH WY,AGG. ASSAULT,HANDS,441,NORTHEASTERN,Cedonia,"(39.3338500000, -76.5361400000)"
,10/18/14,4C,18:05:00,1400 MCHENRY ST,AGG. ASSAULT,OTHER,935,SOUTHERN,New Southwest/Mount Clare,"(39.2845300000, -76.6394300000)"
,10/18/14,3AF,21:55:00,2600 SAINT PAUL ST,ROBBERY - STREET,FIREARM,512,NORTHERN,Charles Village,"(39.3194600000, -76.6155300000)"
,10/18/14,3AF,21:55:00,2600 SAINT PAUL ST,ROBBERY - STREET,FIREARM,512,NORTHERN,Charles Village,"(39.3194600000, -76.6155300000)"
,10/18/14,3AF,21:55:00,2600 SAINT PAUL ST,ROBBERY - STREET,FIREARM,512,NORTHERN,Charles Village,"(39.3194600000, -76.6155300000)"
,10/18/14,3AF,21:55:00,2600 SAINT PAUL ST,ROBBERY - STREET,FIREARM,512,NORTHERN,Charles Village,"(39.3194600000, -76.6155300000)"
,10/17/14,3CF,15:52:00,1500 POPLAR GROVE ST,ROBBERY - COMMERCIAL,FIREARM,813,SOUTHWESTERN,Northwest Community Action,"(39.3055200000, -76.6655200000)"
,10/17/14,4B,16:16:00,400 N BRADFORD ST,AGG. ASSAULT,KNIFE,221,SOUTHEASTERN,McElderry Park,"(39.2959200000, -76.5842800000)"
,10/17/14,3JF,17:52:00,900 S PACA ST,ROBBERY - RESIDENCE,FIREARM,932,SOUTHERN,Washington Village/Pigtown,"(39.2814200000, -76.6261800000)"
,10/17/14,3JF,17:52:00,900 S PACA ST,ROBBERY - RESIDENCE,FIREARM,932,SOUTHERN,Washington Village/Pigtown,"(39.2814200000, -76.6261800000)"
,10/17/14,3AF,0:12:00,900 DESOTO RD,ROBBERY - STREET,FIREARM,832,SOUTHWESTERN,Wilhelm Park,"(39.2746600000, -76.6679900000)"
,10/17/14,4A,0:50:00,1000 E PATAPSCO AVE,AGG. ASSAULT,FIREARM,912,SOUTHERN,Fairfield Area,"(39.2342800000, -76.5956300000)"
,10/17/14,9S,50,1000 E PATAPSCO AV,SHOOTING,FIREARM,912,SOUTHERN,Fairfield Area,"(39.2342800000, -76.5956300000)"
,10/17/14,2A,3:13:25,5700 ODONNELL ST,RAPE,OTHER,233,SOUTHEASTERN,Medford,"(39.2780800000, -76.5460500000)"
,10/17/14,4D,3:43:00,3500 KESWICK RD,AGG. ASSAULT,HANDS,531,NORTHERN,Wyman Park,"(39.3302900000, -76.6279200000)"
,10/17/14,3B,5:00:00,7000 PARK HEIGHTS AV,ROBBERY - STREET,,631,NORTHWESTERN,Fallstaff,"(39.3660300000, -76.7043600000)"
,10/17/14,4C,7:15:00,3600 GARRISON AVE,AGG. ASSAULT,OTHER,613,NORTHWESTERN,Central Park Heights,"(39.3449500000, -76.6775800000)"
,10/17/14,3B,12:01:00,200 S CONKLING ST,ROBBERY - STREET,,231,SOUTHEASTERN,Highlandtown,"(39.2896900000, -76.5673200000)"
,10/17/14,3AF,14:40:00,1500 E BALTIMORE ST,ROBBERY - STREET,FIREARM,212,SOUTHEASTERN,Washington Hill,"(39.2914600000, -76.5970600000)"
,10/17/14,3D,17:15:00,6600 HARFORD RD,ROBBERY - COMMERCIAL,,424,NORTHEASTERN,Westfield,"(39.3626600000, -76.5524700000)"
,10/17/14,4A,18:23:00,3500 DOLFIELD AV,AGG. ASSAULT,FIREARM,643,NORTHWESTERN,Ashburton,"(39.3357500000, -76.6751200000)"
,10/17/14,4A,18:56:00,2900 HILLEN RD,AGG. ASSAULT,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3246600000, -76.5888400000)"
,10/17/14,4D,19:33:00,600 E BIDDLE ST,AGG. ASSAULT,HANDS,311,EASTERN,Johnston Square,"(39.3037500000, -76.6090100000)"
